"","X","Time","Phase","GFO","Movement","pitch2","yaw2","V2","V2a"
"2512",2512,147.6746,4,"C6",NA,-2.4063732,-123.1504295,2.7571411785832,39.1911415256836
"2513",2513,147.6967,4,"C6",NA,-2.4051456,-123.1038969,3.69842014675285,56.1355467007773
"2514",2514,147.7189,4,"C6",NA,-2.3705465,-123.0208469,5.2453002712459,90.1724936662001
"2515",2515,147.741,4,"C6",NA,-2.3373785,-122.9202407,7.69101229529002,89.6872166527927
"2516",2516,147.7633,4,"C6",NA,-2.3234386,-122.7532731,9.22321699347208,49.2251696382276
"2517",2517,147.7854,4,"C6",NA,-2.2907555,-122.5824217,9.88050653947056,-31.8732798020973
"2518",2518,147.7966,4,"C6",NA,-2.2776651,-122.4882577,8.83343905764204,-80.2288238663908
"2519",2519,147.8188,4,"C6",NA,-2.2516209,-122.3441753,7.34671660802695,-62.060974862092
"2520",2520,147.8303,4,"C6",NA,-2.2472622,-122.2783241,6.68946320289233,-10.479599863064
"2521",2521,147.8523,4,"C6",NA,-2.2131298,-122.1594704,7.48571514917754,26.4037652419886
"2522",2522,147.8744,4,"C6",NA,-2.1644049,-122.0133476,7.85289029956029,8.41894039344242
"2523",2523,147.8965,4,"C6",NA,-2.1134963,-121.8768298,7.8578323145676,1.42997560298775
"2524",2524,147.9188,4,"C6",NA,-2.1186867,-121.7329762,7.91662248733583,-40.7530698783206
"2525",2525,147.9409,4,"C6",NA,-2.1272061,-121.5864223,6.05707389206976,-68.7956139869972
"2526",2526,147.9633,4,"C6",NA,-2.1719879,-121.4997573,4.85982172183077,-23.7146199835821
"2527",2527,147.9857,4,"C6",NA,-2.1793942,-121.4147851,4.99465891680507,-4.52501239785381
"2528",2528,148.0079,4,"C6",NA,-2.1858302,-121.3177488,4.66011507489268,-21.7395377828462
"2529",2529,148.0298,4,"C6",NA,-2.2122529,-121.2412556,4.03794629918823,-50.7768803731473
"2530",2530,148.0521,4,"C6",NA,-2.2197273,-121.1721811,2.40683002350544,-11.5396234266431
"2531",2531,148.0742,4,"C6",NA,-2.1874385,-121.1456453,3.51326609820842,38.2993781819527
"2532",2532,148.0966,4,"C6",NA,-2.1375282,-121.0643045,4.10762267183003,25.748185287564
"2533",2533,148.1212,4,"C6",NA,-2.0483627,-120.9955103,4.72170250801868,2.19302585311504
"2534",2534,148.1404,4,"C6",NA,-1.9692349,-120.9294557,4.32663287741115,-22.4597716688997
"2535",2535,148.1623,4,"C6",NA,-1.889065,-120.8785887,3.79352117572506,-43.2939525551163
"2536",2536,148.1736,4,"C6",NA,-1.8472434,-120.8526072,3.09015374884922,-38.9997793608758
"2537",2537,148.1957,4,"C6",NA,-1.7513876,-120.8241155,2.74197590233295,-13.6917692882962
"2538",2538,148.218,4,"C6",NA,-1.6652199,-120.8089929,2.48265176932898,-2.33678697242643
"2539",2539,148.2403,4,"C6",NA,-1.6058131,-120.8254272,2.63775520336273,7.80355331853567
"2540",2540,148.2624,4,"C6",NA,-1.5836749,-120.8646741,2.82895988819711,5.02752476254466
"2541",2541,148.2846,4,"C6",NA,-1.5764127,-120.9214843,2.86011212325052,-16.5952827963328
"2542",2542,148.3068,4,"C6",NA,-1.585865,-120.9707813,2.09212933204,-30.9582104875205
"2543",2543,148.3289,4,"C6",NA,-1.6307104,-121.0008356,1.48829983775994,6.91098277109241
"2544",2544,148.3512,4,"C6",NA,-1.6812042,-120.9924177,2.40582368394115,42.0527561868139
"2545",2545,148.3735,4,"C6",NA,-1.7062047,-120.9527426,3.36385276369195,39.2310943314118
"2546",2546,148.3956,4,"C6",NA,-1.7380731,-120.8804707,4.14843024244548,16.1079040614025
"2547",2547,148.4178,4,"C6",NA,-1.7775883,-120.8063329,4.07549357967979,0.170420214971375
"2548",2548,148.4291,4,"C6",NA,-1.7864155,-120.7714416,4.11647049497295,-16.9867210628133
"2549",2549,148.4513,4,"C6",NA,-1.8133908,-120.6922003,3.28175675947369,-66.9234279175344
"2550",2550,148.4734,4,"C6",NA,-1.8381592,-120.648555,1.15469500923699,-45.738573318304
"2551",2551,148.4956,4,"C6",NA,-1.863947,-120.6491616,1.26058881794347,-17.2053408857053
"2552",2552,148.5071,4,"C6",NA,-1.8639657,-120.6602146,0.810011076665256,-1.34124652434954
"2553",2553,148.5294,4,"C6",NA,-1.8880475,-120.6706043,1.62392049302658,10.0855126036152
"2554",2554,148.5519,4,"C6",NA,-1.9131336,-120.6376434,1.25655950780715,4.11982288791586
"2555",2555,148.574,4,"C6",NA,-1.9559547,-120.6271394,1.7994858027139,11.6080719595616
"2556",2556,148.5962,4,"C6",NA,-2.0186152,-120.6523174,1.7695012227448,2.60262752783736
"2557",2557,148.6076,4,"C6",NA,-2.055009,-120.6563247,1.84423861739052,7.87987181877808
"2558",2558,148.6296,4,"C6",NA,-2.106863,-120.6489083,2.04672291757407,-6.51374306042342
"2559",2559,148.6519,4,"C6",NA,-2.1315278,-120.6219054,1.55096452734784,-25.7128009739352
"2560",2560,148.6739,4,"C6",NA,-2.1642321,-120.5991631,0.908690279336937,-17.2377385818582
"2561",2561,148.6853,4,"C6",NA,-2.1827783,-120.5991089,0.848484677276301,11.8917959921782
"2562",2562,148.7074,4,"C6",NA,-2.2344608,-120.5980134,1.49081642903735,-4.70249347837839
"2563",2563,148.7295,4,"C6",NA,-2.2425456,-120.5879725,0.640634465532026,18.0158104772322
"2564",2564,148.7518,4,"C6",NA,-2.2732605,-120.5989782,2.30201553074308,28.7011501508351
"2565",2565,148.763,4,"C6",NA,-2.2860127,-120.6238531,2.11050569186333,-33.7418372779502
"2566",2566,148.7851,4,"C6",NA,-2.2731522,-120.6508128,0.997006434110481,-51.4001424198062
"2567",2567,148.7964,4,"C6",NA,-2.2722968,-120.6456796,0.404708989748818,7.81303643507889
"2568",2568,148.8185,4,"C6",NA,-2.2810316,-120.6402275,1.90843223738126,49.9643266555247
"2569",2569,148.8406,4,"C6",NA,-2.2967457,-120.692593,2.61313222792248,-1.53247920498475
"2570",2570,148.8628,4,"C6",NA,-2.3268116,-120.7357995,1.83720147293983,-32.5402887753042
"2571",2571,148.8851,4,"C6",NA,-2.3480583,-120.7563509,1.16533053212494,3.3840540829182
"2572",2572,148.9072,4,"C6",NA,-2.3518183,-120.7720578,1.98075091505647,77.4613236652372
"2573",2573,148.9185,4,"C6",NA,-2.3666245,-120.7978721,3.31444242594903,46.2333109578619
"2574",2574,148.9405,4,"C6",NA,-2.3949474,-120.860025,2.75214056476582,-24.4261190361155
"2575",2575,148.9517,4,"C6",NA,-2.4142373,-120.8790292,2.49125826405016,-11.5033543474448
"2576",2576,148.9738,4,"C6",NA,-2.4466729,-120.919109,2.49758668455514,-25.4348712282137
"2577",2577,148.985,4,"C6",NA,-2.4607678,-120.940192,1.9246384057102,-22.5448703514778
"2578",2578,149.0076,4,"C6",NA,-2.4972579,-120.9655203,2.06173804277804,22.0910036376593
"2579",2579,149.0297,4,"C6",NA,-2.5436589,-120.999244,2.90409394430567,12.9584776708335
"2580",2580,149.0518,4,"C6",NA,-2.5836407,-121.0494482,2.63450275582874,14.8768021877758
"2581",2581,149.063,4,"C6",NA,-2.601895,-121.0681777,3.10436852352019,17.637283680072
"2582",2582,149.0848,4,"C6",NA,-2.6334816,-121.1278888,2.95879393700057,-27.1746526936921
"2583",2583,149.0963,4,"C6",NA,-2.6414816,-121.1508115,2.41057085830078,-24.392561859428
"2584",2584,149.1184,4,"C6",NA,-2.6527478,-121.1931602,2.38596136665775,7.09890325264031
"2585",2585,149.1404,4,"C6",NA,-2.6705784,-121.2365475,2.72281124625103,-10.9977924760623
"2586",2586,149.1517,4,"C6",NA,-2.6780462,-121.2630228,2.3012427890461,-28.8558079739103
"2587",2587,149.1737,4,"C6",NA,-2.7009015,-121.2967508,1.85233998673437,-14.3408577223448
"2588",2588,149.196,4,"C6",NA,-2.7192666,-121.3259659,1.6677619364794,-22.4607888437112
"2589",2589,149.2182,4,"C6",NA,-2.7300337,-121.3540348,0.854253257812424,-35.8742620980446
"2590",2590,149.2296,4,"C6",NA,-2.7295488,-121.3568909,0.454067781832744,0.892401024922997
"2591",2591,149.2514,4,"C6",NA,-2.7351504,-121.3669725,1.25824342935656,86.0368968841301
"2592",2592,149.2626,4,"C6",NA,-2.7458734,-121.3827122,2.77231545844794,73.751452971571
"2593",2593,149.2848,4,"C6",NA,-2.7524371,-121.443057,3.04577291272301,30.0567435250394
"2594",2594,149.2959,4,"C6",NA,-2.7497767,-121.4694079,3.57630389184129,-14.9989994281884
"2595",2595,149.3182,4,"C6",NA,-2.7283914,-121.5445697,1.84150700073689,-62.7751497761098
"2596",2596,149.3404,4,"C6",NA,-2.7057579,-121.5473758,0.781307883525937,-16.3145391815397
"2597",2597,149.3625,4,"C6",NA,-2.6797083,-121.5390109,1.11562869721414,11.3784943344296
"2598",2598,149.385,4,"C6",NA,-2.6825566,-121.5548136,1.2872890731241,0.643991556059027
"2599",2599,149.407,4,"C6",NA,-2.7095016,-121.5837627,1.14777900070068,-6.31729756972164
"2600",2600,149.4291,4,"C6",NA,-2.7332986,-121.5915434,1.00869865723514,-12.6039144331565
"2601",2601,149.4515,4,"C6",NA,-2.7359323,-121.5775334,0.585011602558543,21.839750567046
"2602",2602,149.4735,4,"C6",NA,-2.7563119,-121.5858346,1.96208184192246,37.5116846921986
"2603",2603,149.4848,4,"C6",NA,-2.7764337,-121.6091976,2.1025325657472,3.42921288127121
"2604",2604,149.5069,4,"C6",NA,-2.8059419,-121.6322697,1.97941696124762,-25.0650495026292
"2605",2605,149.5294,4,"C6",NA,-2.8238983,-121.5962508,0.976833674861585,-25.3555935854478
"2606",2606,149.5513,4,"C6",NA,-2.8358598,-121.5936968,0.842106407901108,31.6899546864979
"2607",2607,149.5736,4,"C6",NA,-2.8289747,-121.575946,2.39266642587884,32.4047250263675
"2608",2608,149.5958,4,"C6",NA,-2.8278293,-121.5142294,2.28782938300904,-14.7543215135102
"2609",2609,149.618,4,"C6",NA,-2.8390951,-121.4860495,1.73757455067904,33.6727742118334
"2610",2610,149.6293,4,NA,3,-2.8599249,-121.5028939,2.77866391477373,73.8294437782206
"2611",2611,149.6513,4,NA,3,-2.8931374,-121.552467,4.00025979410595,72.5088948615783
"2612",2612,149.6736,4,NA,3,-2.9201812,-121.6358543,5.9959024999725,182.231605749726
"2613",2613,149.696,4,NA,3,-2.929162,-121.7635297,12.1552866612652,286.826070110325
"2614",2614,149.7179,4,NA,3,-2.9523495,-122.0515114,18.6963706244027,511.704645496606
"2615",2615,149.7292,4,NA,3,-2.9876453,-122.2448795,26.8858157595025,714.331312939675
"2616",2616,149.7514,4,NA,3,-3.0562233,-122.8159122,42.5131276470205,757.698085599567
"2617",2617,149.7735,4,NA,3,-3.2052909,-123.739772,60.4464644398113,928.558927410796
"2618",2618,149.7956,4,NA,3,-3.4275779,-124.9672563,83.5554322385908,1240.84722271574
"2619",2619,149.8179,4,NA,3,-3.5456239,-126.7122785,115.579119642624,1436.98306184219
"2620",2620,149.8401,4,NA,3,-3.5372683,-129.1097563,147.501084163773,2261.51823053839
"2621",2621,149.8515,4,NA,3,-3.5151879,-130.6172231,182.671339660478,1858.544421329
"2622",2622,149.8733,4,NA,3,-3.4544864,-134.210359,196.448475568197,1566.69948505935
"2623",2623,149.8846,4,NA,3,-3.4869819,-136.0325539,224.714524492152,1850.99508374718
"2624",2624,149.9068,4,NA,3,-3.7492536,-140.5558229,251.367176466145,762.308484643178
"2625",2625,149.9291,4,NA,3,-4.1821957,-145.2649423,258.593425916362,351.636969519396
"2626",2626,149.9512,4,NA,3,-4.457368,-150.033149,266.97433993101,637.806256855951
"2627",2627,149.9624,4,NA,3,-4.4833886,-152.5502638,277.013859045486,590.320489333013
"2628",2628,149.9844,4,NA,3,-4.4905232,-157.6725545,283.267476601276,227.729215291879
"2629",2629,150.0069,4,NA,3,-4.6954494,-162.981742,287.119546061897,-56.7429889932836
"2630",2630,150.0289,4,NA,3,-5.0427781,-168.2413358,280.856386629145,-538.691305335863
"2631",2631,150.0511,4,NA,3,-5.3773793,-173.2978955,263.258589918014,252257.463954393
"2632",2632,150.0733,4,NA,3,-5.6039385,-177.9796942,11481.0877862032,178060.100898275
"2633",2633,150.0954,4,NA,3,-5.836087,177.5521223,8184.04581176273,-251936.051666495
"2634",2634,150.1178,4,NA,3,-6.1205385,173.1064463,239.108897446515,-177558.223740886
"2635",2635,150.1399,4,NA,3,-6.2317384,168.7411166,229.566917321407,-518.787493483241
"2636",2636,150.1513,4,NA,3,-6.1566715,166.6328097,222.660669864848,-588.121549734586
"2637",2637,150.1732,4,NA,3,-6.1146132,162.6024408,210.168210837245,-760.196604745765
"2638",2638,150.1955,4,NA,3,-6.101631,158.876486,188.984074060803,-873.233650815146
"2639",2639,150.2177,4,NA,3,-6.0725612,155.566078,171.30164061201,-664.788343680338
"2640",2640,150.2399,4,NA,3,-6.0923636,152.5288725,159.467471601399,-562.832500229218
"2641",2641,150.2623,4,NA,3,-6.1122971,149.6442234,146.19335873697,-597.515168070281
"2642",2642,150.2843,4,NA,3,-5.940778,147.0991321,132.939766476587,-390.977958790445
"2643",2643,150.3065,4,NA,3,-5.9321824,144.7455472,128.954424569047,-727.133993841914
"2644",2644,150.3178,4,NA,3,-5.9675564,143.5318931,114.549771243132,-1235.37022942899
"2645",2645,150.3291,4,NA,3,-6.1576588,142.559865,101.035057383938,-796.218689018776
"2646",2646,150.3512,4,NA,3,-6.2240374,140.7718124,92.273622859225,-470.722016959538
"2647",2647,150.3731,4,NA,3,-6.0865097,139.1677456,80.3381440408953,-584.393737699802
"2648",2648,150.3954,4,NA,3,-6.0272171,137.7933251,66.4276617709398,-713.851361398872
"2649",2649,150.4066,4,NA,3,-6.0602243,137.2297287,57.4238218327105,-457.939260896655
"2650",2650,150.4286,4,NA,3,-5.9678632,136.2272727,54.960608517634,-153.306758704248
"2651",2651,150.451,4,NA,3,-5.9119762,135.2109978,50.600464739398,-276.355418207707
"2652",2652,150.4734,4,NA,3,-5.92771,134.3277575,42.5798857819262,-412.348679609354
"2653",2653,150.4953,4,NA,3,-5.9043691,133.6197054,32.3605617922115,-509.785738952397
"2654",2654,150.5067,4,NA,3,-5.8959895,133.3587508,26.0570950483299,-277.004348338629
"2655",2655,150.5288,4,NA,3,-5.9964689,132.9022588,26.0333813640147,36.8115098324355
"2656",2656,150.551,4,NA,3,-6.2774644,132.4169378,27.6916333866289,175.052722208339
"2657",2657,150.5732,4,NA,3,-6.7479818,131.9440884,33.8057222300721,205.329337550816
"2658",2658,150.5954,4,NA,3,-7.2080711,131.3544243,36.8082559738921,121.449264650084
"2659",2659,150.6178,4,NA,3,-7.6048212,130.7220228,39.2195994328451,120.558172306819
"2660",2660,150.629,4,NA,3,-7.7180601,130.3647626,40.7144307630404,-16.6891538404763
"2661",2661,150.6509,4,NA,3,-7.7756907,129.6219689,37.0605167059614,-324.3857039513
"2662",2662,150.673,4,NA,3,-7.8491621,128.9952991,26.4099517265395,-515.876813773566
"2663",2663,150.6953,4,NA,3,-8.0419588,128.6126046,14.1487960150959,-391.295521439176
"2664",2664,150.7174,4,NA,3,-8.1800635,128.4706852,9.00472415685278,22.7988328323991
"2665",2665,150.7287,4,NA,3,-8.1608783,128.3983807,12.1502045661137,200.051791473063
"2666",2666,150.751,4,NA,3,-8.1249707,128.1195882,14.8650619767432,73.8087048511756
"2667",2667,150.773,4,NA,3,-8.0656229,127.8531865,15.4343103249998,111.571277569548
"2668",2668,150.7843,4,NA,3,-8.0523041,127.7056646,17.663434546468,146.311434811402
"2669",2669,150.8062,4,NA,3,-8.0345156,127.3615933,19.7517142894249,191.454705487915
"2670",2670,150.8174,4,NA,3,-8.0396077,127.1733332,22.9723210110248,206.677054537308
"2671",2671,150.8396,4,NA,3,-7.9401856,126.7160641,25.7650796235969,80.9605078922774
"2672",2672,150.851,4,NA,3,-7.8261654,126.4705964,26.176859916004,1.42221650914087
"2673",2673,150.873,4,NA,3,-7.55983,126.0254995,25.444773720218,26.0116920108871
"2674",2674,150.8952,4,NA,3,-7.205663,125.596755,27.3384343703401,-22.765045518355
"2675",2675,150.9174,4,NA,3,-6.9810298,125.1316778,24.4340056992031,-234.750489673949
"2676",2676,150.9398,4,NA,3,-6.9477744,124.7261483,16.8477784570102,-335.295323624763
"2677",2677,150.9618,4,NA,3,-6.8635579,124.4845459,9.54554311609488,-125.231446503184
"2678",2678,150.984,4,NA,3,-6.5427924,124.3674232,11.3538861899067,-137.378655749296
"2679",2679,150.9953,4,NA,3,-6.4105278,124.3088877,7.32866565403139,-124.475593154826
"2680",2680,151.0173,4,NA,3,-6.0608393,124.2799925,9.68845210295882,37.7803301049722
"2681",2681,151.0396,4,NA,3,-5.722405,124.2259413,8.98148947059352,6.84059453515775
"2682",2682,151.0617,4,NA,3,-5.3984376,124.2664813,9.98446590937336,6.94222586151456
"2683",2683,151.073,4,NA,3,-5.2980031,124.3079945,9.62852610713685,177.58096808805
"2684",2684,151.0963,4,NA,3,-5.1916094,124.4668146,18.6377281927951,431.539597628232
"2685",2685,151.1176,4,NA,3,-5.2566676,124.9046641,28.7854350335385,338.408841675412
"2686",2686,151.1399,4,NA,3,-5.0847059,125.4847688,33.2543443699798,12.3323964647926
"2687",2687,151.1616,4,NA,3,-4.9026672,126.088965,29.4409007532022,-237.332757279843
"2688",2688,151.184,4,NA,3,-4.938344,126.5610103,22.7448511540634,-210.603689097518
"2689",2689,151.2061,4,NA,3,-5.1327276,126.9416253,20.0425384593884,-97.9424409047511
"2690",2690,151.2174,4,NA,3,-5.3416501,127.1073975,19.2107647904083,-244.698659163333
"2691",2691,151.2395,4,NA,3,-5.5789983,127.3389864,10.0218272487055,-434.66977665496
"2692",2692,151.2511,4,NA,3,-5.606934,127.3803145,4.76064116712587,-166.360882593893
"2693",2693,151.2727,4,NA,3,-5.4841833,127.3005725,7.37054236337453,149.315319271327
"2694",2694,151.284,4,NA,3,-5.4289587,127.2369351,9.37970360123902,115.131364964034
"2695",2695,151.3061,4,NA,3,-5.3451658,127.0603038,10.5390883966505,-3.66005173229087
"2696",2696,151.3286,4,NA,3,-5.4710033,126.8656928,9.19401693309673,-87.5385988272105
"2697",2697,151.3506,4,NA,3,-5.4998831,126.7398732,6.65749957128592,-43.3058419256113
"2698",2698,151.3727,4,NA,3,-5.4442628,126.6234953,7.29142834435824,31.9266432527517
"2699",2699,151.395,4,NA,3,-5.5314007,126.4855782,8.07569094838586,-37.6630058423196
"2700",2700,151.4064,4,NA,3,-5.591511,126.414353,6.81605093150984,-119.584129845082
"2701",2701,151.4282,4,NA,3,-5.6794278,126.3302392,4.01096816569626,-181.927849300699
"2702",2702,151.4396,4,NA,3,-5.6889507,126.3105657,1.32989134522791,-79.25134271677
"2703",2703,151.4615,4,NA,3,-5.5853833,126.2990677,3.00917221565446,104.567656291138
"2704",2704,151.4838,4,NA,3,-5.4029031,126.2791965,5.9629370190918,166.757881436919
"2705",2705,151.506,4,"A4",NA,-5.0828065,126.2212006,10.4264677335316,101.040644460104
"2706",2706,151.5283,4,"A4",NA,-4.7522855,126.1234452,10.4492437678028,-126.405136238707
"2707",2707,151.5506,4,"A4",NA,-4.5931408,126.0376292,4.78879865728496,-169.110837130729
"2708",2708,151.5728,4,"A4",NA,-4.6742918,126.0145593,2.91533943726772,-32.6329029698196
"2709",2709,151.5948,4,"A4",NA,-4.7711812,126.0461447,3.33607291562175,15.7220369599603
"2710",2710,151.6171,4,"A4",NA,-4.9093105,126.078312,3.61080501097698,99.0513312707729
"2711",2711,151.6393,4,"A4",NA,-5.0787622,126.0647848,7.73518400653409,187.712996688844
"2712",2712,151.6617,4,"A4",NA,-5.3707096,125.9410312,11.9831906951102,111.706711320507
"2713",2713,151.6838,4,"A4",NA,-5.733246,125.7877231,12.7295135936232,-54.2257624250113
"2714",2714,151.706,4,"A4",NA,-6.1053074,125.6676633,9.57218981674967,-350.606279219716
"2715",2715,151.7173,4,"A4",NA,-6.1652345,125.655407,3.25559415316805,-315.38878385659
"2716",2716,151.7392,4,"A4",NA,-6.1110077,125.6384018,1.68346321072333,35.0351025249997
"2717",2717,151.7615,4,"A4",NA,-5.9512833,125.6262298,4.84687444619197,18.1037145903335
"2718",2718,151.7837,4,"A4",NA,-5.9267477,125.5868213,2.50145383914202,13.3866797038134
"2719",2719,151.7949,4,"A4",NA,-5.902395,125.5637609,3.98459072572224,50.316356167346
"2720",2720,151.817,4,"A4",NA,-5.8873542,125.4860215,3.28202677604981,-34.1458622248691
"2721",2721,151.8393,4,"A4",NA,-5.8519208,125.4390125,2.46804331528662,31.9271792182725
"2722",2722,151.8614,4,"A4",NA,-5.8111082,125.4748968,4.68590779740034,125.171200965083
"2723",2723,151.8837,4,"A4",NA,-5.8154357,125.5839008,8.03060770654513,91.6085953250145
"2724",2724,151.9059,4,"A4",NA,-5.8892895,125.7592338,8.76832808413221,97.6311666193955
"2725",2725,151.9199,4,"A4",NA,-5.9405309,125.8479998,11.0367716825301,158.301819436844
"2726",2726,151.938,4,"A4",NA,-6.0788212,126.0368119,13.8345240367849,68.0709863654849
"2727",2727,151.9493,4,"A4",NA,-6.1457977,126.1545788,13.626265256649,-7.11586313463033
"2728",2728,151.9712,4,"A4",NA,-6.1855652,126.3909381,13.7182070252437,-32.4160586009188
"2729",2729,151.9825,4,"A4",NA,-6.1609566,126.5227147,12.9381638275714,-85.6448753294159
"2730",2730,152.0045,4,"A4",NA,-6.113282,126.7407071,10.6884574855375,-156.127024256899
"2731",2731,152.0158,4,"A4",NA,-6.1068084,126.83047,8.31551772210134,-128.615816705879
"2732",2732,152.038,4,"A4",NA,-6.0687622,126.9665192,7.26685711949814,-17.7986961205184
"2733",2733,152.0601,4,"A4",NA,-6.0997783,127.0941962,7.52409165716634,-2.86432300406311
"2734",2734,152.0825,4,"A4",NA,-6.1218724,127.2383791,7.13504357736391,-25.5921951353515
"2735",2735,152.1048,4,"A4",NA,-6.1253445,127.3607144,6.3809429323447,-25.0472721249082
"2736",2736,152.1268,4,"A4",NA,-6.1004279,127.473868,6.02281875214133,-17.5335278291829
"2737",2737,152.149,4,"A4",NA,-6.0758611,127.5802843,5.60570997109464,1.23842598639056
"2738",2738,152.1712,4,"A4",NA,-6.0536604,127.6790518,6.07780486593707,-1.18128403934634
"2739",2739,152.1825,4,"A4",NA,-6.0389578,127.7397431,5.81080729206573,-26.4192477617493
"2740",2740,152.2044,4,"A4",NA,-6.0339255,127.8341335,5.17109971512618,-75.747418563877
"2741",2741,152.2156,4,"A4",NA,-6.036116,127.8818571,3.80151392567527,-63.3082965201632
"2742",2742,152.2379,4,"A4",NA,-6.0797578,127.9344845,3.70490703522857,7.91777784733696
"2743",2743,152.2599,4,"A4",NA,-6.1345887,128.0020607,4.14859650669182,-5.74090645658595
"2744",2744,152.2824,4,"A4",NA,-6.173948,128.0711353,3.4364823930576,-32.1793764550221
"2745",2745,152.3049,4,"A4",NA,-6.2129402,128.1242676,2.70052456621532,-14.4386208676941
"2746",2746,152.3272,4,"A4",NA,-6.2660578,128.1632465,2.78597805500848,-9.82039239970893
"2747",2747,152.3385,4,"A4",NA,-6.2915119,128.1841609,2.52073564312638,-14.2404269496418
"2748",2748,152.3608,4,"A4",NA,-6.339418,128.2176855,2.40905559099253,-26.2752901505075
"2749",2749,152.3834,4,"A4",NA,-6.378606,128.2527802,1.33459495055026,-33.3594276258995
"2750",2750,152.4056,4,"A4",NA,-6.3827004,128.2474192,0.908880001917724,-11.2431825370522
"2751",2751,152.4279,4,"A4",NA,-6.3830487,128.2235473,0.835066644301516,-14.208921831043
"2752",2752,152.45,4,"A4",NA,-6.3851221,128.2141784,0.280183653778434,17.9298969019964
"2753",2753,152.4613,4,"A4",NA,-6.3824308,128.2131702,0.969117775931874,76.7464577877932
"2754",2754,152.4833,4,"A4",NA,-6.4122796,128.1869748,3.0046742471481,113.475922804202
"2755",2755,152.4947,4,"A4",NA,-6.422578,128.1530847,4.53713693381565,85.4006583271074
"2756",2756,152.5166,4,"A4",NA,-6.4652906,128.0606783,5.33374429151929,9.51115063426115
"2757",2757,152.5388,4,"A4",NA,-6.4996647,127.9661923,4.9485195924199,-9.14893082651741
"2758",2758,152.561,4,"A4",NA,-6.5321214,127.8819265,4.92753176282195,-8.37366328195402
"2759",2759,152.5832,4,"A4",NA,-6.5674501,127.791076,4.57672894270118,-57.56928940013
"2760",2760,152.6055,4,"A4",NA,-6.5971112,127.7159776,2.36152164845948,-105.704855595846
"2761",2761,152.6168,4,"A4",NA,-6.6129908,127.7071703,1.0950960566084,-71.5103862049992
"2762",2762,152.6388,4,"A4",NA,-6.617116,127.6980971,0.414246410554181,10.9878226578073
"2763",2763,152.6504,4,"A4",NA,-6.5964767,127.7011767,1.02815734595245,32.265259499279
"2764",2764,152.6721,4,"A4",NA,-6.5688479,127.6972276,1.28003277217324,4.66731325620633
"2765",2765,152.6835,4,"A4",NA,-6.5646583,127.7074966,1.25412586193013,12.774218158333
"2766",2766,152.7054,4,"A4",NA,-6.5394595,127.7312729,1.86340515536335,25.449118055663
"2767",2767,152.7167,4,"A4",NA,-6.5266309,127.7484108,2.12417823639867,-3.73686741831648
"2768",2768,152.7278,4,"A4",NA,-6.5135534,127.7668862,1.78506215143857,-21.8791045960661
"2769",2769,152.75,4,"A4",NA,-6.4738969,127.7909179,1.49186207729353,-16.9275065806661
"2770",2770,152.7722,4,"A4",NA,-6.4391526,127.8049673,1.03348085925706,-2.93493183472793
"2771",2771,152.7944,4,"A4",NA,-6.4090694,127.8109135,1.36155110383162,-4.39084801669455
"2772",2772,152.8056,4,"A4",NA,-6.3969191,127.8002871,1.09768319207583,-10.5845787391095
"2773",2773,152.8276,4,"A4",NA,-6.3917048,127.7885552,1.15027369707518,28.4994680622576
"2774",2774,152.8389,4,"A4",NA,-6.3948809,127.774836,1.76734927953284,49.6027064863955
"2775",2775,152.8609,4,"A4",NA,-6.417062,127.7392353,2.74848227519389,25.8942703569289
"2776",2776,152.8832,4,"A4",NA,-6.4177845,127.6826208,2.90885465114701,14.2491227425288
"2777",2777,152.9053,4,"A4",NA,-6.4449196,127.6313838,3.37973181768728,-11.7493514427984
"2778",2778,152.9277,4,"A4",NA,-6.4595683,127.5658731,2.37609170877537,-46.5926839273975
"2779",2779,152.95,4,"A4",NA,-6.4900911,127.5381935,1.29721757832585,-19.697270590088
"2780",2780,152.9723,4,"A4",NA,-6.5219014,127.5499679,1.49759344045739,20.0986727630938
"2781",2781,152.9942,4,"A4",NA,-6.5588416,127.5727958,2.18113363121772,20.6016490228864
"2782",2782,153.0167,4,"A4",NA,-6.6113257,127.610652,2.40594051797362,-26.5456052203417
"2783",2783,153.0387,4,"A4",NA,-6.6327535,127.6407657,1.01812271011581,-18.2863924057303
"2784",2784,153.0609,4,"A4",NA,-6.6618827,127.6463585,1.60664122068386,35.907970751792
"2785",2785,153.0831,4,"A4",NA,-6.6888399,127.6168908,2.61243661149523,35.2231876727317
"2786",2786,153.1053,4,"A4",NA,-6.7130396,127.5631123,3.17055075335301,-23.5352321563408
"2787",2787,153.1167,4,"A4",NA,-6.7344649,127.53341,2.3473483062608,-49.4285262401233
"2788",2788,153.1386,4,"A4",NA,-6.7866926,127.5104584,1.7637940842512,6.50997858913458
"2789",2789,153.1499,4,"A4",NA,-6.7992388,127.5030862,2.21202292039838,47.4177715441396
"2790",2790,153.1723,4,"A4",NA,-6.8278729,127.4534102,3.44781466701929,32.9744420633833
"2791",2791,153.1945,4,"A4",NA,-6.8732016,127.3853461,3.68712200289337,-35.3124567443923
"2792",2792,153.2056,4,"A4",NA,-6.8980837,127.3563789,2.78353179523089,-81.6045797564888
"2793",2793,153.2274,4,"A4",NA,-6.9177582,127.323594,1.00019072388922,-54.120085149627
