"","X","Time","Phase","GFO","Movement","pitch2","yaw2","V2","V2a"
"1057",1057,84.3145,2,"B7",NA,-19.9564461,-24.8664279,4.05107259756541,8.93564700213048
"1058",1058,84.33653,2,"B7",NA,-19.8699537,-24.8097349,3.85796638878389,-28.64357106144
"1059",1059,84.35871,2,"B7",NA,-19.7931095,-24.7623457,2.78175862555731,10.3053449014523
"1060",1060,84.38158,2,"B7",NA,-19.6809707,-24.7864916,4.36281272736334,61.5808347298521
"1061",1061,84.40322,2,"B7",NA,-19.5672074,-24.8432602,5.53200979565717,76.2773475032206
"1062",1062,84.42531,2,"B7",NA,-19.4154004,-24.9243085,7.70843269233176,46.7774173987969
"1063",1063,84.44756,2,"B7",NA,-19.3334755,-25.0442982,7.59784082900338,-51.3713263604599
"1064",1064,84.46983,2,"B7",NA,-19.3403856,-25.1807607,5.42045322465276,-94.6219442259711
"1065",1065,84.49198,2,"B7",NA,-19.3856285,-25.2544589,3.39435603196495,-75.2801170940652
"1066",1066,84.5143,2,"B7",NA,-19.4232527,-25.2999845,2.07549897918789,-23.9478708561622
"1067",1067,84.53685,2,"B7",NA,-19.5073104,-25.3239807,2.3278974292072,10.6126640311554
"1068",1068,84.55874,2,"B7",NA,-19.5974712,-25.3119188,2.5475086821797,21.5995669707157
"1069",1069,84.58096,2,"B7",NA,-19.6766352,-25.2971573,3.28447146297932,-9.23851370795466
"1070",1070,84.60331,2,"B7",NA,-19.7343344,-25.2506182,2.13023545600083,-60.2384320188522
"1071",1071,84.62524,2,"B7",NA,-19.7566843,-25.2359837,0.620723493561488,-3.07196883458727
"1072",1072,84.64749,2,"B7",NA,-19.8150102,-25.2356178,2.01555946520378,74.7373900623603
"1073",1073,84.65881,2,"B7",NA,-19.8339395,-25.2243341,2.99797158524954,55.1502613654051
"1074",1074,84.6809,2,"B7",NA,-19.8870627,-25.1610858,3.51741792991578,-18.526855190353
"1075",1075,84.70328,2,"B7",NA,-19.9290954,-25.1089315,2.1618901969984,-57.4996377279595
"1076",1076,84.71548,2,"B7",NA,-19.9306425,-25.0974514,1.49783730013554,-1.82651935858221
"1077",1077,84.73663,2,"B7",NA,-19.96642,-25.0668502,2.57178198771516,56.575542216803
"1078",1078,84.74798,2,"B7",NA,-19.9873018,-25.0434346,3.27972186913188,49.8037007782992
"1079",1079,84.76978,2,"B7",NA,-20.0342807,-24.9849319,4.09141966228208,7.04331735828086
"1080",1080,84.79192,2,"B7",NA,-20.0939683,-24.9107088,3.5789404548907,-45.86895434665
"1081",1081,84.81433,2,"B7",NA,-20.095464,-24.8654531,2.04182287489709,-30.6918408053432
"1082",1082,84.83626,2,"B7",NA,-20.0715611,-24.8334609,2.19987278131883,-6.19612017502152
"1083",1083,84.84809,2,"B7",NA,-20.074854,-24.8118899,1.96801355413054,16.0075679746448
"1084",1084,84.86975,2,"B7",NA,-20.1056226,-24.7798568,3.08598133631499,42.3537249502842
"1085",1085,84.8918,2,"B7",NA,-20.0865256,-24.7155981,3.81568321063152,38.8452087546727
"1086",1086,84.914,2,"B7",NA,-20.0355285,-24.643527,4.80574464669393,62.6584100235953
"1087",1087,84.93639,2,"B7",NA,-19.9466942,-24.5543208,6.61305331271103,109.000862899251
"1088",1088,84.95847,2,"B7",NA,-19.8390067,-24.4356106,9.64424578432467,296.032087417111
"1089",1089,84.96989,2,"B7",NA,-19.7591276,-24.3384699,14.8378551633856,254.6703328437
"1090",1090,84.99187,2,"B7",NA,-19.6288899,-24.0484063,16.0370566771781,16.0133223187936
"1091",1091,85.00318,2,"B7",NA,-19.581667,-23.9075867,15.7822184683845,-75.4539033145897
"1092",1092,85.02509,2,"B7",NA,-19.4502883,-23.6220234,12.9695070418203,-155.159126897912
"1093",1093,85.04737,2,"B7",NA,-19.3220342,-23.4393936,8.91582678010442,-166.146245972492
"1094",1094,85.06952,2,"B7",NA,-19.2771886,-23.3169878,5.58557581229497,-131.492100845479
"1095",1095,85.08072,2,"B7",NA,-19.2830365,-23.275127,4.32407197861431,-61.3708439560723
"1096",1096,85.10286,2,"B7",NA,-19.3240903,-23.1988185,4.10029376517543,50.350278078717
"1097",1097,85.12493,2,"B7",NA,-19.4862461,-23.2657178,6.54582573381539,115.607189037483
"1098",1098,85.1362,2,"B7",NA,-19.5601668,-23.3067075,7.90280591669655,94.0203132980198
"1099",1099,85.15887,2,"B7",NA,-19.7303418,-23.4398478,9.43607372323183,7.37466062329103
"1100",1100,85.1811,2,"B7",NA,-19.8589044,-23.5866802,8.26044238556664,-128.574497707469
"1101",1101,85.20289,2,"B7",NA,-19.9668778,-23.7059629,3.80952775692973,-120.033317992475
"1102",1102,85.22505,2,"B7",NA,-20.0285795,-23.7022767,3.01614344726706,123.791131265525
"1103",1103,85.23633,2,"B7",NA,-20.0373357,-23.6764104,6.21272403165838,170.945354017876
"1104",1104,85.25834,2,"B7",NA,-20.0318531,-23.520706,7.50043898871219,-21.1947512942145
"1105",1105,85.26964,2,"B7",NA,-19.9987528,-23.4574049,6.36032088912295,-60.9352732825518
"1106",1106,85.29167,2,"B7",NA,-19.9341353,-23.3577218,5.89823856545918,-11.5103868420901
"1107",1107,85.31409,2,"B7",NA,-19.8393825,-23.2561958,5.85237544753709,-5.27307044704142
"1108",1108,85.33622,2,"B7",NA,-19.7263244,-23.1699643,5.66425923356599,-67.0110809195864
"1109",1109,85.35839,2,"B7",NA,-19.6283063,-23.0930974,2.88144413983152,-58.0441923745559
"1110",1110,85.38083,2,"B7",NA,-19.5705667,-23.0908073,3.09312672667465,-2.17293725990792
"1111",1111,85.40282,2,"B7",NA,-19.5472434,-23.1469583,2.79012333080206,-25.4450655963439
"1112",1112,85.4249,2,"B7",NA,-19.5291259,-23.1909126,1.97071275297954,-43.6568215610174
"1113",1113,85.4472,2,"B7",NA,-19.5079924,-23.2191108,0.851193506170231,-23.5857679138333
"1114",1114,85.4696,2,"B7",NA,-19.531967,-23.2171756,0.919090616120516,3.52424381254178
"1115",1115,85.49168,2,"B7",NA,-19.5405807,-23.205241,1.00779407164568,22.086721811686
"1116",1116,85.51385,2,"B7",NA,-19.5464286,-23.1840934,1.89805429825273,41.5383080505495
"1117",1117,85.53593,2,"B7",NA,-19.5880123,-23.1402769,2.84573980208559,27.5827961362041
"1118",1118,85.5582,2,"B7",NA,-19.6187201,-23.0937339,3.11843713572548,-12.8735871221309
"1119",1119,85.58073,2,"B7",NA,-19.6541638,-23.0342624,2.26247225254344,-16.7148705713444
"1120",1120,85.60288,2,"B7",NA,-19.7291405,-23.0115198,2.36353132300514,-15.1332331165807
"1121",1121,85.62521,2,"B7",NA,-19.7904843,-22.992733,1.58580081403185,-2.91758087160744
"1122",1122,85.64698,2,"B7",NA,-19.8587069,-22.9973282,2.2169956384644,12.2292169483244
"1123",1123,85.66934,2,"B7",NA,-19.9326674,-22.9768831,2.11558505942378,-0.372923061759012
"1124",1124,85.69142,2,"B7",NA,-20.0082248,-22.9893641,2.19925745614062,39.5005972322285
"1125",1125,85.71376,2,"B7",NA,-20.0873041,-22.9746706,3.87948647097227,56.0222842855998
"1126",1126,85.73592,2,NA,9,-20.1910268,-22.9095078,4.69570319875221,7.7148805785594
"1127",1127,85.75826,2,NA,9,-20.3051073,-22.8484733,4.21755741595301,-24.3468463608715
"1128",1128,85.76943,2,NA,9,-20.3549262,-22.8275928,3.91272175965079,-2.07262506743703
"1129",1129,85.79137,2,NA,9,-20.4678173,-22.7812143,4.42053005667601,22.3726554655645
"1130",1130,85.80265,2,NA,9,-20.5155333,-22.7550659,4.66417796660245,12.2017645671114
"1131",1131,85.82471,2,NA,9,-20.6105983,-22.6847983,4.72602399545786,-11.9202361507549
"1132",1132,85.84706,2,NA,9,-20.6955683,-22.6201095,4.13053038489897,-5.70478785178853
"1133",1133,85.86924,2,NA,9,-20.8038157,-22.5654851,4.46843012475096,-17.2753105508913
"1134",1134,85.89163,2,NA,9,-20.8732008,-22.5105434,3.35374274734943,-55.2922242200716
"1135",1135,85.91353,2,NA,9,-20.9281199,-22.4678856,2.02223602705108,-34.507332215441
"1136",1136,85.93615,2,NA,9,-20.9710718,-22.453984,1.83640660133067,-1.66013641001057
"1137",1137,85.95818,2,NA,9,-20.995888,-22.4278606,1.94424340704814,63.2013562355
"1138",1138,85.98019,2,NA,9,-21.0607414,-22.3927975,4.61862820277651,221.251729973368
"1139",1139,86.00276,2,NA,9,-21.1323935,-22.2988343,11.8635021779364,653.890894294606
"1140",1140,86.02464,2,NA,9,-21.1965033,-22.0127433,33.4543808014903,1255.34651744838
"1141",1141,86.04706,2,NA,9,-21.2434204,-21.1644468,67.62037555704,2071.4912944219
"1142",1142,86.06911,2,NA,9,-21.2856033,-19.6466516,125.370992472429,2744.79698136759
"1143",1143,86.09158,2,NA,9,-21.3405091,-16.7567984,189.871540148907,2267.27919098647
"1144",1144,86.1136,2,NA,9,-21.3984549,-12.846885,226.513701308037,1482.62521377026
"1145",1145,86.13583,2,NA,9,-21.4807258,-8.517154,255.43960874972,1141.64383183193
"1146",1146,86.14698,2,NA,9,-21.5557619,-6.0251479,266.389770114334,462.045212744475
"1147",1147,86.1691,2,NA,9,-21.6516221,-1.189202,265.10710150236,-134.842208252891
"1148",1148,86.19116,2,NA,9,-21.8041135,3.6705657,260.4370526766,-380.691475142959
"1149",1149,86.20245,2,NA,9,-21.9246155,6.0692722,254.231104954038,-504.620643024719
"1150",1150,86.22459,2,NA,9,-22.1643682,10.6990483,244.056536767304,-506.851675266512
"1151",1151,86.24698,2,NA,9,-22.4723225,15.1117648,231.649175916938,-491.551894350367
"1152",1152,86.2691,2,NA,9,-22.8365522,19.2681756,222.160661156445,-799.580338600203
"1153",1153,86.29113,2,NA,9,-23.2026408,23.2513333,196.381060125498,-1090.05234983287
"1154",1154,86.31339,2,NA,9,-23.4896239,26.5755684,173.900677534034,-1127.28545694939
"1155",1155,86.33559,2,NA,9,-23.7151047,29.6823013,146.268991813787,-1296.21580059965
"1156",1156,86.35786,2,NA,9,-23.8474887,32.0794601,116.254352712276,-1307.05528261385
"1157",1157,86.38004,2,NA,9,-23.9041666,34.0352708,88.1667209804454,-1085.52308834614
"1158",1158,86.40259,2,NA,9,-23.9718718,35.4403255,67.7658107398951,-921.408845553602
"1159",1159,86.42444,2,NA,9,-24.0432851,36.5705278,47.2678667504365,-835.382581840576
"1160",1160,86.44673,2,NA,9,-24.1132234,37.2436515,30.9372284842513,-632.282585209316
"1161",1161,86.4689,2,NA,9,-24.1726046,37.7376736,19.1445396233795,-426.36016739075
"1162",1162,86.49107,2,NA,9,-24.1235491,37.9860737,12.0324186621477,-229.145586994088
"1163",1163,86.51348,2,NA,9,-24.0963362,38.1864355,8.95122625150587,-183.367495169528
"1164",1164,86.53564,2,NA,9,-24.113501,38.3255748,3.8711983131516,-163.488696830173
"1165",1165,86.55804,2,NA,9,-24.1602652,38.3480023,1.68195098663675,-49.2087251668982
"1166",1166,86.57999,2,NA,9,-24.1782268,38.3317279,1.66695486328274,-16.1875119307955
"1167",1167,86.60233,2,NA,9,-24.2003792,38.2965062,0.958959399496292,-23.6138020592487
"1168",1168,86.62444,2,"B9",NA,-24.2266565,38.2973722,0.615463415512158,53.6501237133018
"1169",1169,86.64661,2,"B9",NA,-24.3008836,38.2967169,3.33873803143905,79.2585082362839
"1170",1170,86.65796,2,"B9",NA,-24.3167678,38.2699974,3.74371731451093,46.2574404749984
"1171",1171,86.6799,2,"B9",NA,-24.3574764,38.1963261,4.99065279192912,60.3839631995966
"1172",1172,86.69146,2,"B9",NA,-24.3775637,38.1460966,5.72973028915531,14.785321537987
"1173",1173,86.71347,2,"B9",NA,-24.4219378,38.0405801,4.97339193270887,-51.0113296970807
"1174",1174,86.7356,2,"B9",NA,-24.4081652,37.9663121,3.47609244433959,-72.739008897653
"1175",1175,86.75764,2,"B9",NA,-24.4273408,37.9111584,1.76096708683824,54.0163574317809
"1176",1176,86.76903,2,"B9",NA,-24.4818998,37.9041308,3.87781532719107,57.1780030349624
"1177",1177,86.78,2,"B9",NA,-24.5189386,37.8814341,3.09351009071765,-52.7057215847612
"1178",1178,86.80226,2,"B9",NA,-24.6119462,37.8463783,2.33854038708556,-41.3046625179547
"1179",1179,86.81354,2,"B9",NA,-24.6319171,37.8446881,1.78927944942128,-13.1222206655851
"1180",1180,86.83549,2,"B9",NA,-24.6508678,37.8726532,2.28203289675254,-7.50037336505504
"1181",1181,86.8494,2,"B9",NA,-24.6606945,37.9024072,1.76110825222467,8.25905210032352
"1182",1182,86.86806,2,"B9",NA,-24.7058786,37.9191583,2.76814656308473,67.3870655138928
"1183",1183,86.88985,2,"B9",NA,-24.7842337,37.8736465,4.52891749374017,80.2285093061126
"1184",1184,86.91195,2,"B9",NA,-24.8863789,37.7970843,6.28919669788919,74.5861240917198
"1185",1185,86.92329,2,"B9",NA,-24.9367315,37.7425401,7.07757170382526,63.5621954114359
"1186",1186,86.94528,2,"B9",NA,-25.04032,37.6242245,8.34425695391545,114.185991980738
"1187",1187,86.95653,2,"B9",NA,-25.1216664,37.5483557,10.2654104381706,144.781718937617
"1188",1188,86.97868,2,"B9",NA,-25.2692664,37.381657,12.8967028381078,104.050048653072
"1189",1189,87.00082,2,"B9",NA,-25.3398737,37.1352205,14.8739345349217,-19.2105048530706
"1190",1190,87.02337,2,"B9",NA,-25.3089836,36.8455081,11.9936936674427,-166.123201709837
"1191",1191,87.0452,2,"B9",NA,-25.1435072,36.6746762,7.52903220350096,-107.496354026146
"1192",1192,87.05644,2,"B9",NA,-25.0297446,36.641588,7.41131374606137,70.4443792725229
"1193",1193,87.0786,2,"B9",NA,-24.8295157,36.5744915,10.7654941351402,195.623824232457
"1194",1194,87.10103,2,"B9",NA,-24.5532508,36.3841417,16.1461307797822,178.888026042602
"1195",1195,87.12299,2,"B9",NA,-24.3554424,36.1149636,18.7350025261806,49.0987501284929
"1196",1196,87.14531,2,"B9",NA,-24.2031675,35.7636652,18.2954584650864,36.0395103879044
"1197",1197,87.16766,2,"B9",NA,-24.1209098,35.4564903,20.3465594255486,240.296194217332
"1198",1198,87.18975,2,"B9",NA,-24.0491079,35.043107,28.9356050079247,410.410206233156
"1199",1199,87.21217,2,"B9",NA,-23.9479842,34.4267702,38.6210422970287,145.097776043026
"1200",1200,87.23451,2,"B9",NA,-23.9576037,33.6466622,35.4531336318526,-340.393692335166
"1201",1201,87.25699,2,"B9",NA,-23.8638186,33.0746719,23.3367944954187,-489.489479630088
"1202",1202,87.27924,2,"B9",NA,-23.7545821,32.7460159,13.5468856850487,-318.837653488566
"1203",1203,87.29062,2,"B9",NA,-23.7059441,32.65325,11.2972940517389,-21.3680799448313
"1204",1204,87.31293,2,"B9",NA,-23.525508,32.4420086,14.7540778587933,143.500334122993
"1205",1205,87.32423,2,"B9",NA,-23.4028023,32.3057279,16.2463267358485,87.5373178284069
"1206",1206,87.33553,2,"B9",NA,-23.2489273,32.1757726,16.7324212417163,-17.7221171293074
"1207",1207,87.35738,2,"B9",NA,-22.959359,31.9341152,15.018038621112,-91.0302617778169
"1208",1208,87.37949,2,"B9",NA,-22.6656322,31.7343916,12.7274630421649,-202.367599547853
"1209",1209,87.39086,2,"B9",NA,-22.5308843,31.6588984,9.30354532698287,-244.572508761773
"1210",1210,87.41287,2,"B9",NA,-22.3882968,31.5807281,5.16546955207867,-123.668007357369
"1211",1211,87.43529,2,"B9",NA,-22.2693683,31.5340723,3.83535552395432,-45.3084831999822
"1212",1212,87.45743,2,"B9",NA,-22.1836353,31.5031913,3.14259832241184,25.7944042784962
"1213",1213,87.47961,2,"B9",NA,-22.2149892,31.5372144,4.98084689160754,214.41896824612
"1214",1214,87.49088,2,"B9",NA,-22.280676,31.5999767,8.87980799336993,140.011319090117
"1215",1215,87.51306,2,"B9",NA,-22.3426958,31.7520816,7.41733324600661,-62.522319446769
"1216",1216,87.53532,2,"B9",NA,-22.4155234,31.8690117,6.10158926306045,-36.3201622225896
"1217",1217,87.55746,2,"B9",NA,-22.5390894,31.9631741,5.80198350331328,-5.31759389971405
"1218",1218,87.57944,2,"B9",NA,-22.6683397,32.0344668,5.86566266262008,28.9235327962848
"1219",1219,87.59071,2,"B9",NA,-22.7355582,32.0744377,6.48494831271311,49.2045659892053
"1220",1220,87.61282,2,"B9",NA,-22.8967402,32.1687223,7.44583138814151,7.02376692144514
"1221",1221,87.62393,2,"B9",NA,-22.9749652,32.219362,7.11906769501517,-39.2461884250796
"1222",1222,87.64635,2,"B9",NA,-23.0954707,32.3121136,6.01867832699706,-50.2987611522746
"1223",1223,87.6684,2,"B9",NA,-23.2191532,32.3940433,4.88273246797812,-38.0247231647729
"1224",1224,87.69067,2,"B9",NA,-23.3870438,32.4418717,4.33639085741859,-15.1171061327241
"1225",1225,87.71272,2,"B9",NA,-23.5685301,32.4548747,4.21067090951333,-32.3571445210366
"1226",1226,87.73499,2,"B9",NA,-23.6922322,32.4522044,2.89645798913864,-22.0066961245312
"1227",1227,87.75719,2,"B9",NA,-23.8341703,32.4484845,3.22944271229739,-11.5944835914458
"1228",1228,87.77938,2,"B9",NA,-23.9367648,32.4474947,2.38204480046844,-26.176282404791
"1229",1229,87.80193,2,"B9",NA,-24.0147596,32.4497337,2.06264015629431,-18.5216370186036
"1230",1230,87.82386,2,"B9",NA,-24.034257,32.4600474,1.56090394365354,6.56360021946451
"1231",1231,87.84595,2,"B9",NA,-24.0405358,32.4930994,2.35628065211284,66.5077045534818
"1232",1232,87.86834,2,"B9",NA,-24.0703488,32.5435969,4.52831709694777,79.1268114867748
"1233",1233,87.89063,2,"B9",NA,-24.1447051,32.6450617,5.89345483023364,7.36977392534815
"1234",1234,87.9127,2,"B9",NA,-24.1923846,32.740935,4.86709268657796,-54.4840530818401
"1235",1235,87.93491,2,"B9",NA,-24.1992853,32.8176152,3.47978387199897,-62.8026092434005
"1236",1236,87.9461,2,"B9",NA,-24.1996024,32.8452545,2.77322526079395,-48.7196310963162
"1237",1237,87.95746,2,"B9",NA,-24.1947636,32.8699655,2.38360798788806,-30.8769248612208
"1238",1238,87.97925,2,"B9",NA,-24.2417378,32.9092654,1.78532966375854,13.6999676492583
"1239",1239,88.00158,2,"B9",NA,-24.2955201,32.9212644,3.01027508257368,44.6723957445182
"1240",1240,88.0238,2,"B9",NA,-24.328519,32.8654429,3.77660514453097,6.01636249038394
"1241",1241,88.04607,2,"B9",NA,-24.3497058,32.7924565,3.27651945281399,-45.8998870401768
"1242",1242,88.06812,2,"B9",NA,-24.340962,32.7434922,1.74747989919927,-25.7627460229279
"1243",1243,88.07945,2,"B9",NA,-24.3532082,32.7335641,1.94936583134742,33.0779077391261
"1244",1244,88.10153,2,NA,10,-24.323908,32.694418,3.01664922194136,36.4766502161245
"1245",1245,88.1237,2,NA,10,-24.3190453,32.754283,3.56239016202326,-25.6072283219483
"1246",1246,88.14606,2,NA,10,-24.2988685,32.8240979,1.86681689521674,-51.7065487932581
"1247",1247,88.16813,2,NA,10,-24.27747,32.831644,1.25807221065987,67.7482179535665
"1248",1248,88.19049,2,NA,10,-24.2444636,32.8081166,4.90451611277051,247.030089976487
"1249",1249,88.21275,2,NA,10,-24.1995819,32.6822538,12.2721597050626,408.728380521452
"1250",1250,88.2347,2,NA,10,-24.0977692,32.3944733,22.9502962186359,484.556194990031
"1251",1251,88.25698,2,NA,10,-23.9195435,31.8904361,33.7034468495136,735.934461287524
"1252",1252,88.2683,2,NA,10,-23.8201283,31.5429517,44.9015530915904,847.754552871904
"1253",1253,88.29031,2,NA,10,-23.4621615,30.6422186,60.4467121849754,690.94997876784
"1254",1254,88.31244,2,NA,10,-22.8497443,29.4395506,75.3982458991872,713.501247534975
"1255",1255,88.33473,2,NA,10,-22.1495161,28.0240081,92.1464981437603,674.642532593478
"1256",1256,88.35698,2,NA,10,-21.3483267,26.2392087,105.449893785319,570.59308281831
"1257",1257,88.37912,2,NA,10,-20.4414122,24.3140287,117.478129447389,452.887873277381
"1258",1258,88.40128,2,NA,10,-19.2428886,22.1385385,125.511018714106,313.894854097768
"1259",1259,88.42387,2,NA,10,-18.0228291,19.9192126,131.50402610423,274.917389162765
"1260",1260,88.44572,2,NA,10,-16.5397512,17.5878041,137.721226702354,201.501733542525
"1261",1261,88.45695,2,NA,10,-15.7245601,16.4047617,139.051570616351,-18.2252839664468
"1262",1262,88.47916,2,NA,10,-14.1633373,14.04639,135.610931523058,-250.624397493902
"1263",1263,88.5014,2,NA,10,-12.6135831,11.7837582,127.908444834676,-405.032792539678
"1264",1264,88.52349,2,NA,10,-11.0844704,9.7140538,117.664632523689,-449.787109121687
"1265",1265,88.54578,2,NA,10,-9.6259968,7.8410035,107.94968166043,-399.472429622695
"1266",1266,88.56796,2,NA,10,-8.2971815,6.1252442,99.8960927643348,-703.168237213489
"1267",1267,88.57919,2,NA,10,-7.6709807,5.3156848,88.1805627995848,-813.765092856574
"1268",1268,88.60124,2,NA,10,-6.5449902,3.9869131,75.2968557507136,-626.440019014067
"1269",1269,88.61253,2,NA,10,-6.0066563,3.41527,67.7485318484359,-648.170166405371
"1270",1270,88.63464,2,NA,10,-5.01316,2.3842534,53.8688599756714,-696.785097070269
"1271",1271,88.65672,2,NA,10,-4.1811329,1.7132098,36.959669299841,-642.732464836685
"1272",1272,88.67896,2,NA,10,-3.4990808,1.3120608,25.4026503069516,-511.146275984655
"1273",1273,88.69012,2,NA,10,-3.1939062,1.1919045,19.7931609288079,-376.110426198252
"1274",1274,88.71251,2,NA,10,-2.6865255,1.0304536,14.2050997691655,-197.181333550743
"1275",1275,88.7348,2,NA,10,-2.3631364,1.1034219,10.9778592356136,-22.8342730465812
"1276",1276,88.75687,2,NA,10,-2.1319089,1.2139538,13.1653424258252,32.4596807663576
"1277",1277,88.77885,2,NA,10,-2.0733878,1.4427069,12.4137072138434,-27.0739073531422
"1278",1278,88.79016,2,NA,10,-2.08549,1.5553493,12.1880558593387,13.4111362898354
"1279",1279,88.81231,2,NA,10,-2.1513394,1.7802499,13.2240947055797,48.7629305201182
"1280",1280,88.83457,2,NA,10,-2.2697588,2.0300215,14.3538364121852,14.0315495833713
"1281",1281,88.85705,2,NA,10,-2.4455957,2.2889603,13.8437877132375,-69.7193755472054
"1282",1282,88.87914,2,NA,10,-2.5776874,2.5039564,11.2647856908742,-172.400636648646
"1283",1283,88.89075,2,NA,10,-2.6286795,2.5951366,8.61710752897361,-140.078119742168
"1284",1284,88.91211,2,NA,10,-2.7188509,2.7195303,7.50415074783822,45.3909082938861
"1285",1285,88.92335,2,NA,10,-2.7905481,2.781647,9.1101953990546,75.6662422406958
"1286",1286,88.94552,2,NA,10,-2.9254865,2.9349736,9.29744210336431,-16.6773165496909
"1287",1287,88.96783,2,NA,10,-3.0731225,3.0829807,8.36487110165263,-83.1818907361389
"1288",1288,88.9901,2,"B5",NA,-3.1871296,3.1988718,5.59084866666651,-107.292114385872
"1289",1289,89.01218,2,"B5",NA,-3.2747685,3.2594785,3.60318432262086,-87.7815554733643
"1290",1290,89.03444,2,"B5",NA,-3.3171598,3.2969489,1.69901760240528,-54.6609328935205
"1291",1291,89.0457,2,"B5",NA,-3.3285333,3.3037672,1.43125722426442,-22.1414403224456
"1292",1292,89.0678,2,"B5",NA,-3.3096552,3.3300962,0.978138808629963,17.2650055057073
